"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,12,0.112865370397633,0.25053627047587,0.645303230726177,0.172752150539658,"N","N",99.0303218983354,8,128.049675901378,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,13,0.125386615959994,0.359330617914043,0.262215186279113,0.191793351666851,"N","N",1.8888862668658,5,1.72854581511672,5
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,14,0.197888891776044,0.289749230977911,0.263612725636465,0.193133292495368,"N","N",1.65521752380139,5,1.8418076379414,5
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,15,0.162744622070532,0.437930235934456,0.496533524515874,0.160165814881035,"N","N",42.2446848439808,8,47.4281049164202,8
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,16,0.233011400905217,0.279866559101921,0.766984078227559,0.191408611278741,"N","N",729.722812204992,9,268.437738535342,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,17,0.193949975920556,0.103555479211993,0.591999068275642,0.167877323162721,"N","N",149.009688113977,9,9.16033172456406,6
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,18,0.104823700465248,0.301437869562542,0.758394326629592,0.176550524196008,"N","N",283.958856160986,9,974.817049171432,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,19,0.106043185699519,0.186282172851295,0.588382463908609,0.195214011036122,"N","N",15.655826983825,7,12.3937481356157,7
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,20,0.0865421001137988,0.236767207835869,0.637604766486207,0.174216166084308,"N","N",39.2406992232529,8,91.0399641835608,8
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,1,0.209405651472559,0.526460481843593,0.899801705723112,0.183318593326824,"N","N",19744.8847709235,9,30531.927333267,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,2,0.135032309664575,0.446613814502074,0.657617579667525,0.165061168165965,"N","N",336.238994761091,9,745.721704203371,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,3,0.185822678515153,0.514017821161937,0.551985146638937,0.196553296985778,"N","N",20.2796466653021,7,22.2297050071628,7
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,4,0.151356740502571,0.306518675024718,1.08408397922468,0.183406822659041,"N","N",366560.139946288,9,395527.667544218,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,5,0.211021769904144,0.30791244170446,0.801279023901966,0.193637381012425,"N","N",981.661625486508,9,492.631319955944,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,6,0.161068704390084,0.355220041312469,0.934245094609482,0.182345587578812,"N","N",20480.2804676883,9,29707.1108664731,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,7,0.0728940432565867,0.365864545411718,0.609744676889061,0.169991444682653,"N","N",22.9215005859537,7,166.857738630534,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,8,0.110102313969624,0.177081711290953,1.04453900331636,0.179165705502599,"N","N",34900.3816499862,9,6324.74830992977,9
200,20,0,0,0,0.7,0.175,0.35,0.35,0.7,9,0.141600873957061,0.274752238568235,0.589374970052527,0.173837718551379,"N","N",67.7470870233729,8,64.540692627083,8
